X,Y,Z,area,volume,atomic_block,cellId,baseCellId,velocity_x,velocity_y,velocity_z
3.65827,92.0,5.0,132.912,141.525,9.0,12.0,12.0,0.0,0.0,0.0
4.52689,91.3275,5.00939,135.138,141.531,9.0,12.0,12.0,0.000157943,-0.000113935,1.34504e-06
5.28014,90.8184,5.02213,139.488,141.487,9.0,12.0,12.0,0.000147008,-9.23955e-05,3.56125e-06
6.00997,90.3986,5.04564,143.371,141.456,9.0,12.0,12.0,0.000147639,-7.74063e-05,5.44185e-06
6.77392,90.0381,5.07675,145.969,141.43,9.0,12.0,12.0,0.000159416,-6.7248e-05,6.48246e-06
7.60429,89.7122,5.11332,147.927,141.406,9.0,12.0,12.0,0.000172348,-6.33564e-05,5.72381e-06
8.51131,89.3945,5.14594,148.319,141.401,9.0,12.0,12.0,0.00018781,-6.48038e-05,8.96079e-06
9.47927,89.0702,5.19038,148.373,141.418,9.0,12.0,12.0,0.000199699,-6.22628e-05,8.19451e-06
10.4911,88.7449,5.23188,147.651,141.436,9.0,12.0,12.0,0.00020316,-6.82645e-05,1.00634e-05
11.5041,88.3941,5.28423,146.91,141.41,9.0,12.0,12.0,0.000199877,-6.98863e-05,1.08865e-05
12.4799,88.0366,5.32991,146.665,141.408,9.0,12.0,12.0,0.000192694,-7.37399e-05,7.2992e-06
13.4173,87.6476,5.35522,146.529,141.402,9.0,12.0,12.0,0.000182757,-7.92431e-05,5.56459e-06
14.3173,87.2472,5.37963,146.703,141.372,9.0,12.0,12.0,0.000175729,-8.01749e-05,-1.71984e-06
15.2254,86.8507,5.39963,146.326,141.422,9.0,12.0,12.0,0.000179313,-8.09711e-05,7.02435e-06
16.1474,86.4502,5.42008,145.586,141.444,9.0,12.0,12.0,0.000191601,-7.81522e-05,3.14156e-06
17.1387,86.0867,5.43137,145.337,141.462,9.0,12.0,12.0,0.000205013,-6.82499e-05,-6.23526e-07
18.2218,85.7465,5.45321,145.004,141.422,9.0,12.0,12.0,0.000215161,-6.84777e-05,5.32102e-06
19.2788,85.3793,5.48276,144.582,141.422,9.0,12.0,12.0,0.000224047,-6.54587e-05,4.54299e-06
20.4217,85.0818,5.51239,144.209,141.428,9.0,12.0,12.0,0.000235848,-4.59939e-05,5.0094e-06
21.4564,84.8293,5.5174,144.866,141.451,9.0,12.0,12.0,0.000232462,-5.08268e-05,1.30894e-06
22.7076,84.5858,5.52792,145.216,141.466,9.0,12.0,12.0,0.000254209,-4.9106e-05,1.19189e-08
24.0699,84.3741,5.531,146.051,141.446,9.0,12.0,12.0,0.000274056,-5.04413e-05,3.0565e-06
25.3893,84.0976,5.52838,147.037,141.436,9.0,12.0,12.0,0.000235554,-5.7409e-05,-2.74545e-06
26.6856,83.8038,5.52353,147.806,141.392,9.0,12.0,12.0,0.000275018,-5.97488e-05,-8.74411e-07
28.1332,83.4808,5.5357,148.526,141.387,9.0,12.0,12.0,0.00031321,-7.02558e-05,5.15795e-06
29.822,83.0865,5.57558,149.171,141.377,9.0,12.0,12.0,0.00036803,-9.11697e-05,1.06256e-05
31.7558,82.5789,5.64034,150.072,141.359,9.0,12.0,12.0,0.000417019,-0.000119177,1.3753e-05
33.9572,81.8977,5.72053,151.394,141.337,9.0,12.0,12.0,0.00046913,-0.000156674,1.93e-05
36.4949,80.9996,5.83511,151.962,141.309,9.0,12.0,12.0,0.000534102,-0.000205718,2.47244e-05
39.2843,79.8304,5.96265,152.293,141.281,9.0,12.0,12.0,0.000573656,-0.000258473,2.85095e-05
42.1604,78.4206,6.0901,151.768,141.3,9.0,12.0,12.0,0.000583324,-0.000305996,2.33956e-05
45.0642,76.7973,6.20298,151.077,141.313,5.0,12.0,12.0,0.000579281,-0.000340701,1.90066e-05
47.9083,75.0902,6.30105,150.338,141.344,5.0,12.0,12.0,0.000556251,-0.000338411,1.83693e-05
50.6509,73.4528,6.3914,149.825,141.342,5.0,12.0,12.0,0.00054577,-0.000312652,1.78014e-05
53.3628,72.0335,6.48349,149.684,141.343,5.0,12.0,12.0,0.000541119,-0.000243341,2.09531e-05
56.1165,71.0084,6.59795,150.083,141.325,5.0,12.0,12.0,0.000559248,-0.000160322,2.43065e-05
58.956,70.4942,6.73572,150.798,141.324,5.0,12.0,12.0,0.00058409,-5.47067e-05,2.89455e-05
61.9456,70.4003,6.8835,151.294,141.337,5.0,12.0,12.0,0.000606863,2.0125e-05,2.82024e-05
65.0142,70.6702,7.01796,151.162,141.343,5.0,12.0,12.0,0.000618629,8.77948e-05,2.42907e-05
68.2234,71.208,7.15599,150.682,141.37,5.0,12.0,12.0,0.000660935,0.000126672,2.85358e-05
71.5792,71.9086,7.29976,149.779,141.384,5.0,12.0,12.0,0.000680111,0.000147612,3.00583e-05
75.0622,72.6345,7.47047,148.932,141.385,5.0,12.0,12.0,0.000698248,0.000130755,3.53191e-05
78.6951,73.1726,7.66832,148.4,141.423,5.0,12.0,12.0,0.000764283,6.99508e-05,4.97918e-05
82.5665,73.1862,7.90965,148.891,141.374,5.0,12.0,12.0,0.000783228,-7.42514e-05,4.81152e-05
86.596,72.3538,8.13425,150.06,141.311,5.0,12.0,12.0,0.000839624,-0.000264535,4.27633e-05
91.2227,70.4231,8.375,150.763,141.24,5.0,12.0,12.0,0.000990281,-0.000503516,4.32234e-05
96.1405,67.6093,8.48993,150.947,141.286,5.0,12.0,12.0,0.000973627,-0.000598843,9.18423e-06
101.07,64.5959,8.53654,149.928,141.377,21.0,12.0,12.0,0.000930567,-0.000568683,-2.26285e-06
105.541,62.0333,8.54449,149.907,141.388,21.0,12.0,12.0,0.000839959,-0.000440393,3.26666e-06
109.614,60.2101,8.60677,150.939,141.325,21.0,12.0,12.0,0.000786761,-0.000276679,1.80365e-05
113.394,59.3642,8.6995,151.604,141.299,21.0,12.0,12.0,0.000738414,-6.03015e-05,1.62546e-05
117.003,59.6848,8.78092,152.172,141.291,21.0,12.0,12.0,0.000707286,0.000186058,1.38415e-05
120.626,61.3668,8.83824,152.843,141.218,21.0,12.0,12.0,0.000732852,0.000492524,5.83461e-06
124.375,64.4898,8.91048,154.278,141.087,21.0,12.0,12.0,0.000777591,0.000740613,4.38769e-06
128.437,68.3755,8.93666,155.119,141.164,21.0,12.0,12.0,0.000832946,0.00078933,1.05289e-06
132.335,71.9336,8.93182,152.463,141.357,21.0,12.0,12.0,0.000723933,0.000617378,1.86468e-06
135.863,74.6448,9.01549,151.31,141.33,21.0,12.0,12.0,0.000676781,0.000450053,2.2496e-05
139.174,76.3215,9.12372,151.88,141.312,21.0,12.0,12.0,0.000644142,0.000221364,2.40662e-05
142.407,76.9904,9.23591,151.552,141.341,21.0,12.0,12.0,0.000653561,6.02969e-05,1.9885e-05
145.753,77.0625,9.35875,150.417,141.328,21.0,12.0,12.0,0.000681694,-1.9331e-05,2.92684e-05
149.143,76.822,9.51746,149.568,141.36,22.0,12.0,12.0,0.000674563,-7.29879e-05,2.88051e-05
152.48,76.366,9.636,149.195,141.376,22.0,12.0,12.0,0.000648094,-0.000103156,2.2576e-05
155.597,75.8537,9.73817,148.81,141.39,22.0,12.0,12.0,0.000592586,-9.94527e-05,1.73721e-05
158.398,75.4081,9.83999,148.489,141.412,22.0,12.0,12.0,0.000545508,-7.48312e-05,1.92451e-05
161.024,75.1376,9.91099,147.72,141.434,22.0,12.0,12.0,0.00050052,-3.20031e-05,1.03624e-05
163.422,75.0868,9.95409,147.076,141.422,22.0,12.0,12.0,0.000466662,1.55525e-05,6.57534e-06
165.72,75.3328,9.95983,146.906,141.424,22.0,12.0,12.0,0.000450075,8.24854e-05,9.97276e-08
167.918,75.9066,9.95298,147.299,141.438,22.0,12.0,12.0,0.000441129,0.000148678,-2.18931e-06
170.054,76.7854,9.92901,147.952,141.42,22.0,12.0,12.0,0.000423366,0.000205683,-6.14113e-06
172.193,77.958,9.89989,148.328,141.414,26.0,12.0,12.0,0.000430453,0.000261771,-6.45584e-06
174.366,79.3588,9.87148,148.278,141.39,26.0,12.0,12.0,0.000444474,0.00029545,-5.96706e-06
176.659,80.9147,9.84952,147.844,141.403,26.0,12.0,12.0,0.000467855,0.000312275,-2.42478e-06
179.074,82.4618,9.83615,147.427,141.408,26.0,12.0,12.0,0.000498106,0.000299926,-4.03065e-06
181.681,83.9098,9.83031,147.218,141.414,26.0,12.0,12.0,0.000546842,0.00027802,9.12198e-07
184.522,85.1537,9.84376,147.495,141.391,26.0,12.0,12.0,0.000589353,0.000211082,7.47782e-06
187.583,86.0759,9.86474,148.636,141.409,26.0,12.0,12.0,0.000635595,0.000155408,4.45124e-06
190.817,86.6411,9.88359,148.708,141.391,26.0,12.0,12.0,0.000657384,7.16071e-05,4.79768e-06
194.148,86.8018,9.91641,148.475,141.401,26.0,12.0,12.0,0.000672761,-8.51022e-06,6.93381e-06
197.518,86.5417,9.94981,148.247,141.402,42.0,12.0,12.0,0.00067508,-9.68944e-05,6.22892e-06
200.876,85.7905,9.97971,148.513,141.375,42.0,12.0,12.0,0.000672179,-0.000207325,6.9883e-06
204.203,84.4582,10.0191,148.277,141.399,42.0,12.0,12.0,0.000652709,-0.000325016,6.58044e-06
207.403,82.5732,10.0604,147.371,141.417,42.0,12.0,12.0,0.000625998,-0.000422624,1.0861e-05
210.398,80.3373,10.0929,146.532,141.405,42.0,12.0,12.0,0.000572799,-0.00046357,6.06348e-06
213.169,78.0192,10.119,146.161,141.407,42.0,12.0,12.0,0.000539565,-0.000457245,5.8262e-06
215.774,75.849,10.1631,146.45,141.402,38.0,12.0,12.0,0.000500265,-0.000400154,1.21709e-05
218.263,74.062,10.2418,149.043,141.341,38.0,12.0,12.0,0.000498425,-0.000308693,1.83211e-05
220.725,72.7553,10.3505,151.726,141.272,38.0,12.0,12.0,0.000491241,-0.000214951,2.18584e-05
223.173,71.9499,10.4891,153.841,141.252,38.0,12.0,12.0,0.000490523,-9.75264e-05,2.88362e-05
225.669,71.7783,10.654,155.687,141.177,38.0,12.0,12.0,0.000497634,3.01228e-05,4.07496e-05
228.223,72.2551,10.9036,156.881,141.117,38.0,12.0,12.0,0.000528693,0.000156633,3.73753e-05
231.189,73.4503,10.8511,158.308,140.999,38.0,12.0,12.0,0.000604673,0.000267673,-2.94754e-05
234.58,74.9551,10.7202,159.099,140.93,38.0,12.0,12.0,0.000729101,0.00031332,-1.04871e-05
238.272,76.2884,10.72,160.399,140.934,38.0,12.0,12.0,0.000686566,0.000198181,1.42926e-05
