X,Y,Z,area,volume,atomic_block,cellId,baseCellId,velocity_x,velocity_y,velocity_z
1.49211,36.8599,8.54472,142.81,141.465,1.0,-13.0,2.0,0.000500923,-0.000187931,5.85829e-07
3.95894,35.8249,8.54965,142.295,141.463,1.0,-13.0,2.0,0.000484355,-0.000225972,1.4238e-06
6.34037,34.6065,8.55578,141.921,141.453,1.0,-13.0,2.0,0.000467828,-0.000260064,1.11087e-06
8.64014,33.2436,8.56272,141.703,141.461,1.0,-13.0,2.0,0.000452593,-0.000282718,1.63243e-06
10.8747,31.8093,8.57036,141.678,141.464,1.0,-13.0,2.0,0.000441958,-0.000287977,1.67695e-06
13.0709,30.395,8.57745,141.919,141.459,1.0,-13.0,2.0,0.000437735,-0.000275093,1.38266e-06
15.2614,29.0873,8.5834,142.493,141.45,1.0,-13.0,2.0,0.000440019,-0.000246227,1.01e-06
17.4798,27.9556,8.58736,143.321,141.441,1.0,-13.0,2.0,0.000448418,-0.000204958,5.08581e-07
19.7552,27.0491,8.58933,144.286,141.438,1.0,-13.0,2.0,0.0004625,-0.000155861,5.43746e-07
22.1124,26.4025,8.59108,145.26,141.429,1.0,-13.0,2.0,0.00048099,-0.000101383,-9.53555e-11
24.5715,26.047,8.59128,146.115,141.419,1.0,-13.0,2.0,0.00050355,-4.03071e-05,3.25751e-07
27.1589,26.0119,8.59398,146.956,141.42,1.0,-13.0,2.0,0.000532002,2.69919e-05,7.03294e-07
29.9025,26.3258,8.59756,147.724,141.411,1.0,-13.0,2.0,0.000566962,0.000100446,5.02299e-07
32.8398,27.0169,8.60009,148.259,141.388,1.0,-13.0,2.0,0.000610789,0.000177776,5.38607e-07
36.0168,28.1026,8.60349,148.646,141.393,1.0,-13.0,2.0,0.000662576,0.000257343,6.35636e-07
39.4576,29.5639,8.60679,148.583,141.397,1.0,-13.0,2.0,0.000712736,0.00032422,5.54897e-07
43.123,31.3058,8.60968,147.728,141.404,1.0,-13.0,2.0,0.000748036,0.000365268,5.9542e-07
46.8678,33.1244,8.61272,146.037,141.413,1.0,-13.0,2.0,0.000743402,0.000353445,6.92778e-07
50.4901,34.7424,8.61734,144.338,141.414,1.0,-13.0,2.0,0.000701959,0.000285728,9.30894e-07
53.8576,35.9228,8.62399,143.707,141.415,1.0,-13.0,2.0,0.000644921,0.00018097,1.50313e-06
56.9387,36.5277,8.6319,144.454,141.426,1.0,-13.0,2.0,0.000588855,5.81442e-05,1.80963e-06
59.7584,36.4902,8.64163,146.438,141.376,1.0,-13.0,2.0,0.000541034,-7.38042e-05,2.29884e-06
62.3617,35.7688,8.66292,148.9,141.328,1.0,-13.0,2.0,0.000502813,-0.000216432,5.35916e-06
64.8439,34.3261,8.68686,151.231,141.294,1.0,-13.0,2.0,0.000496796,-0.000360936,4.90538e-06
67.4019,32.1809,8.70961,152.739,141.292,1.0,-13.0,2.0,0.000534905,-0.00049419,2.61239e-06
70.2569,29.4885,8.72315,152.882,141.306,1.0,-13.0,2.0,0.00060735,-0.000572386,3.53023e-06
73.4215,26.587,8.73874,151.412,141.339,1.0,-13.0,2.0,0.000651536,-0.000573048,5.29237e-06
76.692,23.9398,8.76415,148.247,141.396,1.0,-13.0,2.0,0.000647823,-0.000470196,5.33158e-06
79.794,21.9743,8.77246,147.457,141.361,1.0,-13.0,2.0,0.000586967,-0.000322644,4.5865e-06
82.6378,20.5957,8.76435,147.069,141.397,1.0,-13.0,2.0,0.000552841,-0.000224383,-2.09522e-06
85.3329,19.7384,8.75636,145.915,141.397,1.0,-13.0,2.0,0.000527776,-0.000119032,-1.54195e-06
87.9291,19.3956,8.75011,145.207,141.404,1.0,-13.0,2.0,0.000510701,-1.99344e-05,-1.0264e-06
90.4456,19.5255,8.74581,144.878,141.436,1.0,-13.0,2.0,0.000495833,7.00524e-05,-3.63221e-07
92.8936,20.0807,8.74414,144.546,141.44,1.0,-13.0,2.0,0.000484312,0.000151226,-6.47953e-07
95.2948,21.0373,8.74261,144.189,141.443,1.0,-13.0,2.0,0.00047567,0.000230595,-8.10929e-08
97.6489,22.3812,8.74245,143.791,141.448,1.0,-13.0,2.0,0.000465047,0.000305457,7.32821e-08
99.9417,24.0682,8.74411,143.287,141.446,17.0,-13.0,2.0,0.000452289,0.000366377,5.45352e-07
102.179,26.0063,8.74782,142.788,141.456,17.0,-13.0,2.0,0.000442262,0.000403237,8.34179e-07
104.375,28.0545,8.75316,142.554,141.458,17.0,-13.0,2.0,0.000436489,0.000410976,1.15894e-06
106.544,30.0709,8.75997,143.005,141.439,17.0,-13.0,2.0,0.000430927,0.000390633,1.42984e-06
108.688,31.9051,8.7683,144.505,141.411,17.0,-13.0,2.0,0.000429584,0.000338328,1.50512e-06
110.878,33.4053,8.77676,146.638,141.404,17.0,-13.0,2.0,0.000450703,0.000257551,1.65715e-06
113.25,34.4595,8.78398,148.116,141.369,17.0,-13.0,2.0,0.000501898,0.000160538,1.22639e-06
115.923,35.0029,8.79043,148.817,141.347,17.0,-13.0,2.0,0.000569959,5.56944e-05,1.90128e-06
118.986,34.9947,8.79867,149.067,141.324,17.0,-13.0,2.0,0.00065637,-5.9251e-05,1.57804e-06
122.514,34.4008,8.80662,149.108,141.326,17.0,-13.0,2.0,0.000761201,-0.00017955,1.77726e-06
126.622,33.1951,8.81543,148.956,141.318,17.0,-13.0,2.0,0.00088597,-0.000300097,1.96222e-06
131.341,31.4356,8.82568,147.785,141.355,17.0,-13.0,2.0,0.000993301,-0.000395226,2.11403e-06
136.365,29.3746,8.83276,144.662,141.406,17.0,-13.0,2.0,0.000994766,-0.000409119,9.28708e-07
141.102,27.5707,8.83224,142.455,141.391,17.0,-13.0,2.0,0.000892828,-0.000294853,-8.71658e-07
145.304,26.5537,8.83085,144.772,141.38,17.0,-13.0,2.0,0.000796165,-0.000104464,-9.03368e-07
149.136,26.5745,8.82549,148.399,141.336,17.0,-13.0,2.0,0.000745879,0.000116076,-8.43278e-07
152.8,27.7565,8.8236,150.571,141.32,17.0,-13.0,2.0,0.000723788,0.000353972,6.61249e-10
156.41,30.1042,8.82294,151.442,141.353,17.0,-13.0,2.0,0.000725607,0.000577128,-6.4589e-07
160.116,33.3964,8.82075,150.579,141.387,17.0,-13.0,2.0,0.000759865,0.000723159,2.17644e-07
163.987,37.0828,8.8198,147.278,141.427,17.0,-13.0,2.0,0.000782695,0.000719494,-1.31528e-06
167.907,40.2781,8.80905,144.82,141.399,21.0,-13.0,2.0,0.00078946,0.000538366,-2.09655e-06
171.981,42.3047,8.80482,146.295,141.35,21.0,-13.0,2.0,0.000851024,0.000264978,-4.31444e-07
176.53,42.8899,8.80908,149.459,141.338,21.0,-13.0,2.0,0.000978748,-3.42915e-05,-4.43329e-07
181.839,41.9943,8.81907,151.136,141.36,21.0,-13.0,2.0,0.00114236,-0.000308227,3.42126e-06
187.75,40.1006,8.84045,148.22,141.393,21.0,-13.0,2.0,0.00118355,-0.000414971,4.04593e-06
193.321,38.0931,8.85014,146.136,141.38,17.0,-13.0,2.0,0.00101929,-0.000374463,1.44875e-06
197.901,36.3865,8.86044,148.694,141.343,33.0,-13.0,2.0,0.000822238,-0.00031108,5.6261e-07
