X,Y,Z,area,volume,atomic_block,cellId,baseCellId,velocity_x,velocity_y,velocity_z
3.65827,70.6667,5.0,132.912,141.525,5.0,9.0,9.0,0.0,0.0,0.0
3.78267,71.2657,5.00373,133.447,141.522,5.0,9.0,9.0,2.46371e-05,0.000113513,4.71774e-07
3.90646,71.8074,5.00517,134.954,141.521,5.0,9.0,9.0,2.48035e-05,0.000102795,9.14007e-08
4.02983,72.296,5.00582,137.167,141.509,5.0,9.0,9.0,2.42977e-05,9.19985e-05,1.48364e-07
4.15039,72.7178,5.00889,139.621,141.506,5.0,9.0,9.0,2.40713e-05,7.74392e-05,1.28853e-06
4.26638,73.0764,5.01667,141.937,141.494,5.0,9.0,9.0,2.22328e-05,6.71531e-05,1.88968e-06
4.37304,73.3957,5.02826,143.965,141.492,5.0,9.0,9.0,2.05918e-05,6.22432e-05,2.97092e-06
4.47211,73.6834,5.04586,145.564,141.478,5.0,9.0,9.0,1.96766e-05,5.30088e-05,3.9399e-06
4.57115,73.9636,5.06699,146.933,141.473,5.0,9.0,9.0,1.91775e-05,5.66548e-05,4.40202e-06
4.6612,74.2437,5.08859,148.125,141.465,5.0,9.0,9.0,1.65104e-05,5.49044e-05,4.04566e-06
4.73837,74.5196,5.11024,149.065,141.459,5.0,9.0,9.0,1.47858e-05,5.73336e-05,4.55644e-06
4.80645,74.802,5.133,149.895,141.457,5.0,9.0,9.0,1.30974e-05,5.71206e-05,4.20689e-06
4.87108,75.1301,5.15688,150.993,141.441,5.0,9.0,9.0,1.11999e-05,6.23054e-05,5.16574e-06
4.9264,75.4595,5.18146,151.897,141.448,5.0,9.0,9.0,1.16641e-05,6.83872e-05,4.73585e-06
4.96391,75.7567,5.20522,152.425,141.448,5.0,9.0,9.0,6.61927e-06,6.35722e-05,3.37985e-06
4.98805,76.0544,5.22755,153.099,141.443,5.0,9.0,9.0,2.86146e-06,5.74168e-05,3.79228e-06
4.99947,76.3541,5.24593,153.627,141.445,5.0,9.0,9.0,1.2949e-06,6.11927e-05,3.26601e-06
4.99252,76.6555,5.25805,153.968,141.447,5.0,9.0,9.0,-4.14067e-06,6.0275e-05,1.87737e-06
4.96424,76.9501,5.26615,153.929,141.434,5.0,9.0,9.0,-6.51107e-06,6.01218e-05,9.25804e-07
4.93183,77.2494,5.2659,154.005,141.431,5.0,9.0,9.0,-5.6813e-06,5.88972e-05,-1.14561e-06
4.9065,77.543,5.25703,153.964,141.437,9.0,9.0,9.0,-4.00001e-06,5.78275e-05,-2.19079e-06
4.89319,77.8295,5.24159,153.9,141.428,9.0,9.0,9.0,-2.03621e-06,5.56065e-05,-3.91034e-06
4.89619,78.1099,5.21645,153.845,141.423,9.0,9.0,9.0,4.29366e-06,6.3511e-05,-7.17966e-06
4.94597,78.4754,5.16479,154.594,141.417,9.0,9.0,9.0,1.12913e-05,7.03989e-05,-1.14837e-05
4.99426,78.7849,5.11463,154.685,141.411,9.0,9.0,9.0,1.03913e-05,5.79517e-05,-8.77287e-06
5.06315,79.0756,5.07128,154.238,141.416,9.0,9.0,9.0,1.61545e-05,5.83332e-05,-7.03995e-06
5.18033,79.3545,5.0376,153.657,141.403,9.0,9.0,9.0,2.74125e-05,5.57575e-05,-8.32496e-06
5.33875,79.6266,4.99921,153.123,141.423,9.0,9.0,9.0,3.68698e-05,5.58608e-05,-9.23416e-06
5.54235,79.8977,4.95228,152.316,141.422,9.0,9.0,9.0,4.60497e-05,5.2704e-05,-1.00028e-05
5.80909,80.1612,4.90197,151.541,141.431,9.0,9.0,9.0,5.98361e-05,5.37677e-05,-9.99211e-06
6.14579,80.4428,4.85409,151.043,141.435,9.0,9.0,9.0,7.26793e-05,5.78276e-05,-9.10192e-06
6.57476,80.7323,4.79376,150.583,141.422,9.0,9.0,9.0,8.94178e-05,5.01183e-05,-7.9226e-06
7.09297,81.0157,4.75143,150.273,141.409,9.0,9.0,9.0,0.000114648,5.60744e-05,-7.73341e-06
7.7053,81.2821,4.71597,149.866,141.419,9.0,9.0,9.0,0.000130282,5.29667e-05,-5.50426e-06
8.41492,81.5323,4.68984,149.513,141.419,9.0,9.0,9.0,0.000150461,4.83903e-05,-3.72253e-06
9.21314,81.7598,4.68287,149.287,141.4,9.0,9.0,9.0,0.000165584,5.35208e-05,2.28131e-06
10.1293,81.9688,4.68674,149.304,141.382,9.0,9.0,9.0,0.000194967,4.09208e-05,2.17561e-06
11.1374,82.1809,4.70736,149.371,141.386,9.0,9.0,9.0,0.000212917,4.36734e-05,4.18851e-06
12.2973,82.4036,4.72269,149.895,141.407,9.0,9.0,9.0,0.000253449,4.70995e-05,2.58693e-06
13.7173,82.6503,4.73416,150.955,141.37,9.0,9.0,9.0,0.000327612,5.45462e-05,1.14909e-05
15.6616,82.9398,4.74733,152.435,141.306,9.0,9.0,9.0,0.000436598,5.64122e-05,6.24885e-06
