X,Y,Z,area,volume,atomic_block,cellId,baseCellId,velocity_x,velocity_y,velocity_z
3.65827,18.0,5.0,132.912,141.525,1.0,1.0,1.0,0.0,0.0,0.0
3.87495,17.4516,4.99872,133.413,141.544,1.0,1.0,1.0,3.62266e-05,-9.93042e-05,-1.92078e-06
4.03472,16.9957,4.98717,134.28,141.548,1.0,1.0,1.0,2.85977e-05,-8.44748e-05,-2.43279e-06
4.16776,16.5973,4.97401,135.198,141.534,1.0,1.0,1.0,2.45457e-05,-7.35631e-05,-2.78047e-06
4.29399,16.2548,4.9629,136.037,141.529,1.0,1.0,1.0,2.59204e-05,-6.33307e-05,-2.30296e-06
4.43812,15.9542,4.95147,136.824,141.507,1.0,1.0,1.0,3.25752e-05,-5.6699e-05,-2.52048e-06
4.62397,15.6797,4.94251,137.669,141.496,1.0,1.0,1.0,4.28405e-05,-5.46941e-05,1.09801e-07
4.87756,15.4112,4.94457,138.974,141.47,1.0,1.0,1.0,5.80254e-05,-5.26756e-05,5.98851e-08
5.20343,15.148,4.94469,141.017,141.459,1.0,1.0,1.0,7.25521e-05,-5.19137e-05,-4.08993e-07
5.59468,14.889,4.94704,143.37,141.452,1.0,1.0,1.0,8.53346e-05,-5.25862e-05,1.09869e-06
6.06633,14.6111,4.95568,145.735,141.445,1.0,1.0,1.0,0.000104233,-5.81116e-05,2.33631e-06
6.63044,14.3082,4.97113,147.506,141.368,1.0,1.0,1.0,0.000120474,-6.69904e-05,1.53099e-06
7.21858,13.9638,4.98198,147.932,141.391,1.0,1.0,1.0,0.000117461,-6.84085e-05,2.65143e-06
7.85738,13.6236,4.98533,148.153,141.401,1.0,1.0,1.0,0.000136398,-6.66556e-05,-1.90369e-06
8.61506,13.2892,4.99979,148.243,141.367,1.0,1.0,1.0,0.000161939,-6.68943e-05,7.12054e-06
9.48338,12.9377,5.01027,148.59,141.372,1.0,1.0,1.0,0.000180578,-7.63821e-05,-4.50602e-06
10.893,12.6421,4.99527,149.644,141.216,1.0,1.0,1.0,0.000346225,-5.2759e-05,5.81205e-06
13.1506,12.6171,4.93311,150.718,141.015,1.0,1.0,1.0,0.000509965,3.06571e-05,-3.81451e-06
15.4577,12.8339,4.93199,152.125,141.136,1.0,1.0,1.0,0.00047039,8.20805e-05,1.73607e-06
18.2863,13.4422,5.00491,151.81,141.124,1.0,1.0,1.0,0.000529885,0.000124042,3.2055e-05
20.9657,14.277,5.08454,153.76,140.793,1.0,1.0,1.0,0.000561605,0.000198456,1.24219e-05
23.4816,15.0778,5.18635,152.669,141.229,1.0,1.0,1.0,0.000399465,8.7892e-05,2.65883e-05
25.8693,15.903,5.37105,153.894,141.249,1.0,1.0,1.0,0.000364351,0.000125234,2.46034e-05
27.7211,16.6029,5.42305,156.442,141.241,1.0,1.0,1.0,0.000385185,0.000135818,3.97696e-05
29.5141,17.3466,5.5366,157.775,141.366,1.0,1.0,1.0,0.000419046,0.000200128,3.46391e-05
31.6824,18.4949,5.72221,161.029,141.407,1.0,1.0,1.0,0.000453645,0.000261799,3.2757e-05
34.1424,20.015,5.93285,165.542,141.401,1.0,1.0,1.0,0.000521798,0.000327418,4.75744e-05
